ID_BARRAGEM	NOME DA BARRAGEM DE MINERAÇÃO	NOME DO EMPREENDEDOR	CPF/CNPJ	LATITUDE	LONGITUDE	POSICIONAMENTO	UF	MUNICÍPIO	MINÉRIO PRINCIPAL	ALTURA ATUAL (m)	VOLUME ATUAL (m3)	MÉTODO CONSTRUTIVO	CATEGORIA DE RISCO	DANO POTENCIAL ASSOCIADO	CLASSE	INSERIDA NA PNSB?
562	Dique B11 - Pilha de Estéril Alegria E (Dique do Córrego dos Macacos)	Samarco Mineração S A.	16.628.281/0001-61	"-20°11'38.353"""	"-43°30'30.185"""	Sul do Equador	MG	OURO PRETO	Sedimento	14,5	52000	Etapa única				Não
563	Dique B2 - Pilha de Estéril João Manoel	Samarco Mineração S A.	16.628.281/0001-61	"-20°10'15.254"""	"-43°29'53.120"""	Sul do Equador	MG	MARIANA	Sedimento	10	8000	Etapa única				Não
564	Dique B3 - Pilha de Estéril João Manoel	Samarco Mineração S A.	16.628.281/0001-61	"-20°10'11.676"""	"-43°29'45.981"""	Sul do Equador	MG	MARIANA	Sedimento	10	12000	Alteamento a jusante				Não
565	Dique BIII-6	FERROMINAS - MINERAÇÃO LTDA	08.814.720/0001-00	"-20°08'48.020"""	"-44°27'15.790"""	Sul do Equador	MG	ITAÚNA	Sedimento	7,5	14457,6	Etapa única				Não
566	Dique BIII-7	FERROMINAS - MINERAÇÃO LTDA	08.814.720/0001-00	"-20°08'48.680"""	"-44°27'05.270"""	Sul do Equador	MG	ITAÚNA	Sedimento	7,5	16557	Etapa única				Não
567	Dique BIV-3 - Dique Hércules	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°09'21.800"""	"-44°26'29.000"""	Sul do Equador	MG	ITATIAIUÇU	Argila Arenosa	13	15524	Etapa única				Não
568	Dique Caffaro	Mineral do Brasil Ltda.	17.246.638/0001-00	"-20°05'43.890"""	"-44°09'44.560"""	Sul do Equador	MG	MÁRIO CAMPOS	Sedimento	8	17000	Etapa única				Não
569	Dique Conquistinha	Mineração Morro do Ipê S.a.	22.902.554/0001-17	"-20°06'57.240"""	"-44°17'53.170"""	Sul do Equador	MG	BRUMADINHO	Sedimento	5	30	Etapa única				Não
570	Dique Couves (MUSA)	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°09'21.200"""	"-44°26'49.500"""	Sul do Equador	MG	ITATIAIUÇU	Argila Arenosa	8,8	3800	Etapa única				Não
571	Dique da Divisa	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°08'10.800"""	"-44°24'18.900"""	Sul do Equador	MG	ITATIAIUÇU	Argila Arenosa	10	8750	Etapa única				Não
572	Dique da Mineira	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°09'01.300"""	"-44°26'09.000"""	Sul do Equador	MG	ITATIAIUÇU	Argila Arenosa	10,2	5000	Etapa única				Não
573	Dique da Oficina	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°07'31.200"""	"-44°24'37.700"""	Sul do Equador	MG	MATEUS LEME	Argila Arenosa	12	10000	Etapa única				Não
574	Dique da Oficina II	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°07'34.500"""	"-44°24'48.600"""	Sul do Equador	MG	MATEUS LEME	Argila Arenosa	9,4	5600	Etapa única				Não
575	Dique de Captação	Pedreira Um Valemix Ltda.	41.716.499/0001-15	"-20°01'38.910"""	"-43°25'26.900"""	Sul do Equador	MG	CATAS ALTAS	Sedimento	4	13134,76	Etapa única				Não
576	Dique de Concreto	Minerita Minérios Itaúna Ltda.	16.813.461/0001-13	"-20°07'54.830"""	"-44°22'35.900"""	Sul do Equador	MG	ITATIAIUÇU	Minério de Ferro	4	1600	Etapa única				Não
577	Dique de Contenção de Finos	Pedras Congonhas Extração Arte e Ind. Ltda	19.695.030/0001-98	"-20°06'58.000"""	"-43°52'25.400"""	Sul do Equador	MG	NOVA LIMA	Serpentinito	14,87	2376	Etapa única				Não
578	Dique de Contenção Pilha de Estéril MMR	Lafargeholcim (brasil) S.a. Filial: Barroso	60.869.336/0084-44	"-21°11'27.800"""	"-43°59'28.500"""	Sul do Equador	MG	PRADOS	Argila	0	0	Indefinido				Não
579	DIQUE DE SAÍDA DE CAVA	Empresa de Mineração Esperança Sa	33.300.971/0001-06	"-20°06'43.300"""	"-44°13'12.700"""	Sul do Equador	MG	BRUMADINHO	Minério de Ferro	8	11250	Etapa única				Não
580	Dique de Sedimentos da PDE Cava Sul	Ferro + Mineração S.a.	21.256.870/0001-04	"-20°26'11.430"""	"-43°52'18.450"""	Sul do Equador	MG	CONGONHAS	Minério de Ferro	9,9	10000	Etapa única				Não
581	Dique dos Búfalos	Araxa	33.931.486/0019-60	"-19°40'24.340"""	"-46°58'19.196"""	Sul do Equador	MG	ARAXÁ	Fosfato	9,5	22000	Alteamento a jusante				Não
582	Dique Flotação	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°08'45.300"""	"-44°24'19.700"""	Sul do Equador	MG	ITATIAIUÇU	Minério de Ferro	6	57000	Etapa única				Não
583	Dique Intermediário	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°09'35.400"""	"-44°26'59.800"""	Sul do Equador	MG	ITATIAIUÇU	Argila Arenosa	12	12000	Etapa única				Não
584	Dique IV	Mineração Geral do Brasil S A	60.727.120/0001-17	"-20°04'15.981"""	"-44°01'17.594"""	Sul do Equador	MG	BRUMADINHO	Argila Arenosa	2	100	Etapa única				Não
585	Dique Leste I	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°07'17.000"""	"-44°22'16.400"""	Sul do Equador	MG	MATEUS LEME	Argila Arenosa	9,2	15100	Etapa única				Não
586	Dique Leste II	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°07'12.800"""	"-44°22'18.400"""	Sul do Equador	MG	MATEUS LEME	Argila Arenosa	10,6	7100	Etapa única				Não
587	Dique Leste III	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°06'57.900"""	"-44°22'16.500"""	Sul do Equador	MG	MATEUS LEME	Argila Arenosa	3,8	1350	Etapa única				Não
588	Dique Longitudinal	Safm Mineração Ltda	09.325.670/0001-52	"-20°16'24.690"""	"-43°54'00.457"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	4,3	88750	Etapa única				Não
589	Dique Mazano	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°08'25.400"""	"-44°25'20.900"""	Sul do Equador	MG	ITATIAIUÇU	Argila Arenosa	10	10120	Etapa única				Não
590	Dique Quéias - Captação de Água	Companhia de Mineração Serra Azul Comisa	03.405.415/0001-33	"-20°07'36.100"""	"-44°18'58.100"""	Sul do Equador	MG	BRUMADINHO	Minério de Ferro	5	1200	Etapa única				Não
591	Fazendinha	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°58'18.219"""	"-43°36'29.024"""	Sul do Equador	MG	BARÃO DE COCAIS	Minério de Ferro	8	3830,74	Alteamento a jusante				Não
592	Gambá	Vale S A Filial: Vale Itabiritos	33.592.510/0044-94	"-20°25'52.800"""	"-43°52'58.300"""	Sul do Equador	MG	CONGONHAS	Minério de Ferro	12,64	5000	Etapa única				Não
593	GERAIS	Minerações Gerais Ltda	02.196.839/0001-72	"-19°34'56.800"""	"-44°24'41.100"""	Sul do Equador	MG	INHAÚMA	Areia	4	90	Indefinido				Não
594	Ingleses	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°57'55.300"""	"-43°35'14.200"""	Sul do Equador	MG	BARÃO DE COCAIS	Minério de Ferro	5	3524,96	Etapa única				Não
595	Ipoema	Vale S A Filial: Vale Itabira	33.592.510/0164-09	"-19°36'44.018"""	"-43°15'20.917"""	Sul do Equador	MG	ITABIRA	Minério de Ferro	7,5	47900	Alteamento a jusante				Não
596	Mata Porcos	Vale S A Filial: Vale Itabiritos	33.592.510/0044-94	"-20°23'09.800"""	"-43°51'27.000"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	7,15	7000	Etapa única				Não
597	MIGUEL BURNIER - DIQUE B1	MINERACAO RODEIO DE BAIXO LTDA Filial:	26.124.547/0001-92	"-20°27'24.2719"""	"-43°44'59.9125"""	Sul do Equador	MG	OURO PRETO	Calcário Dolomítico	3	10650	Indefinido				Não
598	MIGUEL BURNIER - DIQUE B2	MINERACAO RODEIO DE BAIXO LTDA Filial:	26.124.547/0001-92	"-20°27'22.7023"""	"-43°44'59.9482"""	Sul do Equador	MG	OURO PRETO	Calcário Dolomítico	2	17950	Indefinido				Não
599	MIGUEL BURNIER - DIQUE B3	MINERACAO RODEIO DE BAIXO LTDA Filial:	26.124.547/0001-92	"-20°27'29.600"""	"-43°44'01.100"""	Sul do Equador	MG	OURO PRETO	Calcário Dolomítico	3	2850	Indefinido				Não
600	Modulo 3	Nexa Recursos Minerais S.a	42.416.651/0001-07	"-17°57'54.000"""	"-46°50'39.000"""	Sul do Equador	MG	VAZANTE	Argila	6	96000	Etapa única				Não
601	Patrimônio	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°57'34.010"""	"-43°35'14.011"""	Sul do Equador	MG	BARÃO DE COCAIS	Minério de Ferro	8	7185,66	Etapa única				Não
602	PDE Engano	Vale S A Filial: Vale Mariana	33.592.510/0412-68	"-20°20'17.000"""	"-43°25'28.600"""	Sul do Equador	MG	MARIANA	Minério de Ferro	7	12912,54	Etapa única				Não
603	PDE Lagoa Seca	Vale S A Filial: Vale Mariana	33.592.510/0412-68	"-20°20'56.300"""	"-43°24'47.100"""	Sul do Equador	MG	MARIANA	Minério de Ferro	11,4	10626,16	Alteamento a jusante				Não
604	PDE Temporária II	Vale S A Filial: Vale Mariana	33.592.510/0412-68	"-20°12'54.424"""	"-43°26'54.551"""	Sul do Equador	MG	MARIANA	Minério de Ferro	12	7000	Etapa única				Não
605	Piteiras	Piteiras Mineração Ltda.	03.369.498/0001-52	"-19°41'32.500"""	"-43°06'46.300"""	Sul do Equador	MG	ITABIRA	Xisto	2	2000	Indefinido				Não
606	Pocilga	Vale S A Filial: Vale Mariana	33.592.510/0412-68	"-20°11'06.300"""	"-43°36'20.700"""	Sul do Equador	MG	SANTA BÁRBARA	Minério de Ferro	9	38558,57	Etapa única				Não
607	Pond - PDE Sul	Mosaic Fertilizantes P&k Ltda	33.931.486/0014-55	"-18°59'12.152"""	"-46°47'58.919"""	Sul do Equador	MG	PATROCÍNIO	Argila Arenosa	8,46	0	Etapa única				Não
608	Prata	Vale S A Filial: Vale Itabiritos	33.592.510/0044-94	"-20°24'42.200"""	"-43°51'55.000"""	Sul do Equador	MG	OURO PRETO	Minério de Ferro	10,75	20000	Etapa única				Não
609	SANGUINETE	Mineração Sanguinete Ltda	20.762.035/0001-75	"-18°0'32.6736"""	"-43°45'59.1394"""	Sul do Equador	MG	DIAMANTINA	Areia	3	15000	Indefinido				Não
610	SANTA TERESA	Novelis do Brasil Ltda	60.561.800/0001-03	"-21°28'01.900"""	"-42°53'09.500"""	Sul do Equador	MG	DESCOBERTO	Bauxita Grau Metalúrgico	11,33	200000	Indefinido				Não
611	SANTO ANTÔNIO	Niki Mineração Comércio e Exportação Ltda	08.667.139/0001-03	"-19°32'43.650"""	"-43°01'51.370"""	Sul do Equador	MG	ANTÔNIO DIAS	Argila Arenosa	13	150000	Etapa única				Não
612	SUMP DE CONTENÇÃO DE SEDIMENTOS	Empresa de Mineração Esperança Sa	33.300.971/0001-06	"-20°06'39.300"""	"-44°13'26.700"""	Sul do Equador	MG	BRUMADINHO	Minério de Ferro	12	12000	Etapa única				Não
613	"Bacia ""S"""	Vetorial Mineração S A	61.247.870/0001-54	"-19°15'39.500"""	"-57°31'43.600"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	4	5233,2	Etapa única				Não
614	Bacia 02-03 Alto da Serra Mn	Mineração Corumbaense Reunida Sa	03.327.988/0001-96	"-19°11'26.914"""	"-57°37'00.111"""	Sul do Equador	MS	CORUMBÁ	Minério de Manganês	10,07	9479	Etapa única				Não
615	Bacia 05 Alto da Serra	Mineração Corumbaense Reunida Sa	03.327.988/0001-96	"-19°11'30.625"""	"-57°36'49.613"""	Sul do Equador	MS	CORUMBÁ	Minério de Manganês	11,69	5662	Etapa única				Não
616	Bacia 07 Alto da Serra	Mineração Corumbaense Reunida Sa	03.327.988/0001-96	"-19°11'31.331"""	"-57°36'52.526"""	Sul do Equador	MS	CORUMBÁ	Minério de Manganês	13,05	5862	Etapa única				Não
617	Bacia B-2A	Vetorial Mineração S A	61.247.870/0001-54	"-19°15'41.600"""	"-57°31'42.800"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	9,6	10275	Etapa única				Não
618	Bacia B-2B	Vetorial Mineração S A	61.247.870/0001-54	"-19°15'41.600"""	"-57°31'42.800"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	9,6	7557	Etapa única				Não
619	Bacia B-3	Vetorial Mineração S A	61.247.870/0001-54	"-19°15'44.700"""	"-57°31'42.300"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	4,31	5397,71	Etapa única				Não
620	Bacia B-4	Vetorial Mineração S A	61.247.870/0001-54	"-19°15'43.500"""	"-57°31'40.500"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	5	4385	Etapa única				Não
621	Bacia B-5A	Vetorial Mineração S A	61.247.870/0001-54	"-19°15'44.400"""	"-57°31'40.000"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	5	3766	Etapa única				Não
622	Bacia B-5B	Vetorial Mineração S A	61.247.870/0001-54	"-19°15'45.000"""	"-57°31'39.400"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	5	2319,8	Etapa única				Não
623	Bacia B-8	Vetorial Mineração S A	61.247.870/0001-54	"-19°15'52.800"""	"-57°31'37.400"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	5	7259,8	Etapa única				Não
624	Bacia B-9	Vetorial Mineração S A	61.247.870/0001-54	"-19°15'55.000"""	"-57°31'35.800"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	5,25	8032,89	Etapa única				Não
625	Baia 4	Vetorial Mineração S A	61.247.870/0001-54	"-19°12'01.263"""	"-57°38'21.980"""	Sul do Equador	MS	CORUMBÁ	Minério de Ferro	10	76000	Etapa única				Não
626	ADÃO RODUÍ	ADÃO AFONSO RODUÍ	00.046.937/2509-91	"-16°14'05.580"""	"-56°39'08.650"""	Sul do Equador	MT	POCONÉ	Areia	14	300000	Alteamento a jusante				Não
627	Alain II	Alain Stephane Riviere Mineração	15.264.439/0001-07	"-16°15'18.000"""	"-56°36'55.000"""	Sul do Equador	MT	POCONÉ	Areia	3	350000	Alteamento por linha de centro				Não
628	BACIA DE REJEITO MINERGOLD	P C Traven	17.194.340/0001-01	"-15°41'47.500"""	"-56°20'02.100"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Minério de Ouro Primário	5	146000	Indefinido				Não
629	BACIA DE REJEITOS BOM JARDIM	Evaldino Rodui	00.028.791/7629-87	"-16°15'02.200"""	"-56°35'56.900"""	Sul do Equador	MT	POCONÉ	Rocha Aurífera	8	450000	Indefinido				Não
630	BACIA DE REJEITOS SÃO BENTO	Francismar Cristiano Lima Formiga	00.081.375/5571-49	"-16°15'28.700"""	"-56°35'39.700"""	Sul do Equador	MT	POCONÉ	Rocha Aurífera	6	124650	Indefinido				Não
631	BARRAGEM BLOCO NORTE	Angelo Carlos Vicari Junior	00.092.389/5701-00	"-10°41'16.700"""	"-54°49'40.500"""	Sul do Equador	MT	NOVA SANTA HELENA	Minério de Ouro Primário	5	7500	Indefinido				Não
632	BARRAGEM BLOCO SUL	Angelo Carlos Vicari Junior	00.092.389/5701-00	"-10°41'12.400"""	"-54°49'45.500"""	Sul do Equador	MT	NOVA SANTA HELENA	Minério de Ouro Primário	2	100	Indefinido				Não
633	Barragem de Rejeito 01	A R Weber Me	05.742.530/0001-29	"-15°46'29.100"""	"-56°17'08.600"""	Sul do Equador	MT	NOSSA SENHORA DO LIVRAMENTO	Areia	7,5	54608	Indefinido				Não
634	Barragem Salinas 1	Darci Nascimento Epp	00.057.032/0001-23	"-16°10'59.700"""	"-56°25'06.900"""	Sul do Equador	MT	POCONÉ	Rocha Aurífera	10	100000	Indefinido				Não
635	Barragem T04	Valdinei Mauro de Souza	00.056.836/0581-49	"-15°33'26.120"""	"-55°48'12.440"""	Sul do Equador	MT	CUIABÁ	Rocha Aurífera	11	1815000	Alteamento por linha de centro				Não
636	Barragem T05	Valdinei Mauro de Souza	00.056.836/0581-49	"-16°17'54.860"""	"-56°42'45.000"""	Sul do Equador	MT	POCONÉ	Minério de Ouro Primário	13,49	483417,27	Alteamento a jusante				Não
637	Barragem T06	Valdinei Mauro de Souza	00.056.836/0581-49	"-16°18'00.590"""	"-56°43'58.620"""	Sul do Equador	MT	POCONÉ	Minério de Ouro Primário	6	153602,7	Alteamento a jusante				Não
638	BOM PASTOR	Sidnei Rafael de Souza	00.009.611/8508-24	"-16°05'50.500"""	"-56°34'24.400"""	Sul do Equador	MT	POCONÉ	Areia	14	660000	Alteamento a jusante				Não
639	CAMPOS	Moacyr de Campos	00.008.158/7032-91	"-16°10'53.470"""	"-56°35'57.090"""	Sul do Equador	MT	POCONÉ	Areia	12	1248000	Alteamento a jusante				Não
640	CANGAS	Jonas Gimenez Rodrigues	00.001.568/0888-92	"-16°06'39.080"""	"-56°34'26.280"""	Sul do Equador	MT	POCONÉ	Areia	11,5	400000	Alteamento a jusante				Não
641	CF - Leste	Mineração Tereza Botas Ltda.	36.960.714/0001-99	"-16°12'57.000"""	"-56°36'15.500"""	Sul do Equador	MT	POCONÉ	Rocha Aurífera	5	192200	Indefinido				Não
642	CF - Oeste	Mineração Tereza Botas Ltda.	36.960.714/0001-99	"-16°12'51.900"""	"-56°36'21.400"""	Sul do Equador	MT	POCONÉ	Rocha Aurífera	5	92000	Indefinido				Não
643	CHICO	NORAIR NELSON DE SOUZA	00.052.285/9791-34	"-16°17'41.470"""	"-56°39'05.520"""	Sul do Equador	MT	POCONÉ	Areia	8	484000	Alteamento a jusante				Não
644	COQUEIRAL	EVANDRO DE SOUZA	00.089.486/5109-97	"-16°03'11.270"""	"-56°32'59.720"""	Sul do Equador	MT	POCONÉ	Areia	14	400000	Alteamento a jusante				Não
645	FRED	Frederico Augusto de Arruda Gimenez Me	07.111.522/0001-00	"-16°03'42.270"""	"-56°33'37.530"""	Sul do Equador	MT	POCONÉ	Areia	10	150000	Alteamento a jusante				Não
646	GAÚCHO	Airton Luiz Carus	00.035.505/9230-20	"-16°14'51.200"""	"-56°35'39.800"""	Sul do Equador	MT	POCONÉ	Areia	10	150000	Alteamento a jusante				Não
647	JOAO PAULO	Elisa Maciel Santos	00.069.390/0611-72	"-16°14'55.560"""	"-56°36'19.500"""	Sul do Equador	MT	POCONÉ	Argila	14,75	450000	Alteamento a jusante				Não
648	LU	José Vicente Nunes Rondon	00.000.649/2011-91	"-16°14'28.910"""	"-56°36'17.520"""	Sul do Equador	MT	POCONÉ	Areia	2	590000	Alteamento a jusante				Não
649	MARANATA	Sidnei Rafael de Souza	00.009.611/8508-24	"-16°02'16.500"""	"-56°32'15.500"""	Sul do Equador	MT	POCONÉ	Areia	14,5	483000	Alteamento a jusante				Não
650	MINERAÇÃO VALE DOURADO	Marcir Norberto Weber	15.947.559/0001-09	"-14°51'02.100"""	"-56°34'25.400"""	Sul do Equador	MT	ROSÁRIO OESTE	Aluvião Aurífero	1	2	Indefinido				Não
651	Moça Bonita	Valdemir Carlos de Souza	00.032.618/3101-44	"-16°11'25.864"""	"-56°24'47.168"""	Sul do Equador	MT	POCONÉ	Minério de Ouro Primário	8	238605,87	Alteamento a jusante				Não
652	OREGON	SÉRGIO DE FRANÇA	00.030.215/7229-49	"-16°16'27.700"""	"-56°38'14.100"""	Sul do Equador	MT	POCONÉ	Areia	6	810000	Alteamento a jusante				Não
653	OURINHOS I	João Ginenes Rodrigues	00.051.095/7858-34	"-16°07'11.800"""	"-56°35'15.800"""	Sul do Equador	MT	POCONÉ	Argila	14,9	1300000	Alteamento a jusante				Não
654	Rejeito	Vantage Brasil Mineração Ltda.	08.222.734/0001-27	"-11°18'48.229"""	"-59°05'10.553"""	Sul do Equador	MT	JUÍNA	Rocha Diamantífera	4	424000	Indefinido				Não
655	RODUÍ II	ADÃO AFONSO RODUÍ	00.046.937/2509-91	"-16°14'20.620"""	"-56°39'09.370"""	Sul do Equador	MT	POCONÉ	Areia	3	140000	Alteamento a jusante				Não
656	VALE DOURADO	Marcir Norberto Weber	15.947.559/0001-09	"-14°51'02.100"""	"-56°34'25.400"""	Sul do Equador	MT	ROSÁRIO OESTE	Aluvião Aurífero	1	2	Indefinido				Não
657	1 Mina	Vale S A Filial: Vale Serra Sul	33.592.510/0089-96	"-6°23'57.800"""	"-50°20'24.500"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Minério de Ferro	8,5	188680,72	Etapa única				Não
658	1 Usina	Vale S A Filial: Vale Serra Sul	33.592.510/0089-96	"-6°27'17.700"""	"-50°13'43.500"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Minério de Ferro	7	34000	Etapa única				Não
659	3 Kalunga	Vale S A Filial: Vale Manganês do Azul	33.592.510/0130-51	"-6°07'12.200"""	"-50°18'08.700"""	Sul do Equador	PA	PARAUAPEBAS	Minério de Manganês	3,5	1965306	Etapa única				Não
660	3 Mina	Vale S A Filial: Vale Serra Sul	33.592.510/0089-96	"-6°23'39.900"""	"-50°19'11.300"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Minério de Ferro	14,61	165320	Etapa única				Não
661	Bacia C Usina	Vale S A Filial: Vale Serra Sul	33.592.510/0089-96	"-6°26'20.400"""	"-50°14'08.900"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Minério de Ferro	7,3	30114	Etapa única				Não
662	Barragem A1	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°28'18.900"""	"-56°23'08.700"""	Sul do Equador	PA	ORIXIMINÁ	Argila	11	422000	Alteamento a montante ou desconhecido				Não
663	Barragem Água Fria	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°27'56.900"""	"-56°23'26.400"""	Sul do Equador	PA	ORIXIMINÁ	Argila	8	103000	Alteamento a montante ou desconhecido				Não
664	BARRAGEM SÃO GERALDO	Cooperativa Mineradora dos Garimpeiros de Ariquemes	22.825.491/0001-42	"-6°06'36.700"""	"-52°16'31.000"""	Sul do Equador	PA	SÃO FÉLIX DO XINGU	Areia e Cascalho	3	5250	Indefinido				Não
665	BARRAGEM SAO GERALDO 02	Cooperativa Mineradora dos Garimpeiros de Ariquemes	22.825.491/0001-42	"-6°04'32.800"""	"-52°15'18.700"""	Sul do Equador	PA	SÃO FÉLIX DO XINGU	Areia e Cascalho	3	10500	Indefinido				Não
666	Barramento 10	Vale S A Filial: Vale Serra Sul	33.592.510/0089-96	"-6°26'36.800"""	"-50°19'05.200"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Minério de Ferro	2,9	10670	Etapa única				Não
667	Barramento 7	Vale S A Filial: Vale Serra Sul	33.592.510/0089-96	"-6°26'26.000"""	"-50°19'31.800"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Minério de Ferro	2,4	2467	Etapa única				Não
668	Barramento 8	Vale S A Filial: Vale Serra Sul	33.592.510/0089-96	"-6°26'25.600"""	"-50°19'12.000"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Minério de Ferro	2,4	4511	Etapa única				Não
669	CSO1	Vale S A Filial: Vale Mina Sossego	33.592.510/0009-01	"-6°24'28.900"""	"-50°02'39.000"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Argila Arenosa	6	1	Etapa única				Não
670	Dique 04	Vale S A Filial: Vale Minas MOP	33.592.510/0075-90	"-6°33'31.456"""	"-51°10'40.184"""	Sul do Equador	PA	SÃO FÉLIX DO XINGU	Minério de Níquel	5,9	87700	Etapa única				Não
671	Dique 05	Vale S A Filial: Vale Minas MOP	33.592.510/0075-90	"-6°33'21.445"""	"-51°10'24.538"""	Sul do Equador	PA	SÃO FÉLIX DO XINGU	Minério de Níquel	10,85	405554,9	Etapa única				Não
672	Dique 06	Vale S A Filial: Vale Minas MOP	33.592.510/0075-90	"-6°34'49.300"""	"-51°10'27.000"""	Sul do Equador	PA	SÃO FÉLIX DO XINGU	Minério de Níquel	10,5	78000	Etapa única				Não
673	Dique do Puma 01	Vale Minas MOP	33.592.510/0075-90	"-6°29'06.900"""	"-51°04'39.100"""	Sul do Equador	PA	PARAUAPEBAS	Minério de Níquel	13,6	295000	Etapa única				Não
674	Dique Provisorio 01	Vale S A Filial: Vale Minas MOP	33.592.510/0075-90	"-6°33'42.700"""	"-51°10'16.100"""	Sul do Equador	PA	SÃO FÉLIX DO XINGU	Minério de Níquel	6,2	28500	Etapa única				Não
675	Dique Provisorio 02	Vale S A Filial: Vale Minas MOP	33.592.510/0075-90	"-6°33'37.400"""	"-51°10'00.200"""	Sul do Equador	PA	SÃO FÉLIX DO XINGU	Minério de Níquel	4,8	21300	Etapa única				Não
676	E48 Bacia I	Vale S A Filial: Vale Serra Sul	33.592.510/0089-96	"-6°25'11.700"""	"-50°18'47.900"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Minério de Ferro	5,03	6333	Indefinido				Não
677	Igarapé	Vale S A Filial: Vale Minas MOP	33.592.510/0075-90	"-6°35'24.000"""	"-51°05'24.000"""	Sul do Equador	PA	OURILÂNDIA DO NORTE	Minério de Níquel	8,1	1862231	Etapa única				Não
678	Lagoa de Disposição n°04 - LD4	Alcoa World Alumina Brasil Ltda.	06.167.730/0001-68	"-2°29'12.100"""	"-56°10'41.300"""	Sul do Equador	PA	JURUTI	Bauxita Grau Não Metalúrgico	12	750000	Etapa única				Não
679	LAGOA FACEL 3	Cadam S.a.	04.788.980/0001-90	"-0°54'40.017"""	"-52°25'56.866"""	Sul do Equador	PA	ALMEIRIM	Caulim	11	600000	Etapa única				Não
680	LAGOA FACEL 4	Cadam S.a.	04.788.980/0001-90	"-0°54'52.451"""	"-52°25'43.269"""	Sul do Equador	PA	ALMEIRIM	Caulim	9	412800	Etapa única				Não
681	Lagoa Progeo	Vale S A Filial: Vale Serra Sul	33.592.510/0089-96	"-6°26'30.700"""	"-50°19'35.400"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Minério de Ferro	2,5	21520	Etapa única				Não
682	Maney Mineração	Valdinei Mauro de Souza	00.056.836/0581-49	"-6°47'20.006"""	"-56°36'29.199"""	Sul do Equador	PA	ITAITUBA	Minério de Ouro Secundário	5	400000	Etapa única				Não
683	PN - 1	Vale S A Filial: Vale Mina Sossego	33.592.510/0009-01	"-6°24'20.600"""	"-50°03'25.600"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Argila Arenosa	5	100000	Etapa única				Não
684	PN - 3	Vale S A Filial: Vale Mina Sossego	33.592.510/0009-01	"-6°24'09.341"""	"-50°04'31.472"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Argila Arenosa	6,5	1120	Etapa única				Não
685	PN - 4	Vale S A Filial: Vale Mina Sossego	33.592.510/0009-01	"-6°24'41.461"""	"-50°01'59.710"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Argila Arenosa	5	7000	Etapa única				Não
686	PN - 6	Vale S A Filial: Vale Mina Sossego	33.592.510/0009-01	"-6°24'21.578"""	"-50°05'03.123"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Argila Arenosa	5,5	50000	Etapa única				Não
687	PN -5	Vale S A Filial: Vale Mina Sossego	33.592.510/0009-01	"-6°25'16.985"""	"-50°02'09.927"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Argila Arenosa	4	6000	Etapa única				Não
